model,brand,ram,storage,price,processor,gpu,chipset,battery,battery_capacity,ram_storage_combo
Realme 13 Pro,Realme,12,512,1519,Octa-core (4x2.40 GHz Cortex-A78 & 4x1.95 GHz Cortex-A55),Adreno 710,Qualcomm SM7435-AB Snapdragon 7s Gen 2 (4 nm),"5200 mAh, non-removable battery45W wired, 50% in 27 min (advertised)",5200.0,6144
Infinix XPAD,Infinix,8,256,679,Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,Mediatek Helio G99 (6 nm),"Li-Po 7000 mAh, non-removable battery18W wired, 50% in 40 mins (advertised)",7000.0,2048
Infinix XPAD (Variant 1),Infinix,8,256,679,Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,Mediatek Helio G99 (6 nm),"Li-Po 7000 mAh, non-removable battery18W wired, 50% in 40 mins (advertised)",7000.0,2048
Oppo A3 4G,Oppo,8,128,635,Qualcomm Snapdragon 6s Gen 1,"8GB RAM, 128GB ROM",Adreno 610,"6.67 inches, 107.2 cm2 (~85.0% screen-to-body ratio)720 x 1604 pixels, 20:9 ratio (~264 ppi density)",,1024
Huawei Mate XT Ultimate,Huawei,16,1024,14889,16GB RAM + 1TB Storage,HarmonyOS 4.2 (China),No,"Cover display:
LTPO OLED, 120Hz, 6.4 inches, 1008 x 2232 pixels
Dual display:
LTPO OLED, 120Hz, 7.9 inches, 2048 x 2232 pixels",,16384
iPhone 16 Pro Max,Apple,8,256,5209,Hexa-core,Apple GPU (6-core graphics),Apple A18 Pro (3 nm),"Li-Ion, non-removable batteryWired, PD2.0, 50% in 30 min (advertised)
25W wireless (MagSafe)
15W wireless (Qi2)
4.5W reverse wired",,2048
iPhone 16 Pro Max (Variant 1),Apple,8,512,6999,Hexa-core,Apple GPU (6-core graphics),Apple A18 Pro (3 nm),"Li-Ion, non-removable batteryWired, PD2.0, 50% in 30 min (advertised)
25W wireless (MagSafe)
15W wireless (Qi2)
4.5W reverse wired",,4096
iPhone 16 Pro Max (Variant 2),Apple,8,1024,7999,Hexa-core,Apple GPU (6-core graphics),Apple A18 Pro (3 nm),"Li-Ion, non-removable batteryWired, PD2.0, 50% in 30 min (advertised)
25W wireless (MagSafe)
15W wireless (Qi2)
4.5W reverse wired",,8192
iPhone 16 Pro,Apple,8,128,4249,Hexa-core,Apple GPU (6-core graphics),Apple A18 Pro (3 nm),"Li-Ion, non-removable batteryWired, PD2.0, 50% in 30 min (advertised)
25W wireless (MagSafe)
15W wireless (Qi2)
4.5W reverse wired",,1024
iPhone 16 Pro (Variant 1),Apple,8,256,4999,Hexa-core,Apple GPU (6-core graphics),Apple A18 Pro (3 nm),"Li-Ion, non-removable batteryWired, PD2.0, 50% in 30 min (advertised)
25W wireless (MagSafe)
15W wireless (Qi2)
4.5W reverse wired",,2048
iPhone 16 Pro (Variant 2),Apple,8,512,6499,Hexa-core,Apple GPU (6-core graphics),Apple A18 Pro (3 nm),"Li-Ion, non-removable batteryWired, PD2.0, 50% in 30 min (advertised)
25W wireless (MagSafe)
15W wireless (Qi2)
4.5W reverse wired",,4096
iPhone 16 Pro (Variant 3),Apple,8,1024,7499,Hexa-core,Apple GPU (6-core graphics),Apple A18 Pro (3 nm),"Li-Ion, non-removable batteryWired, PD2.0, 50% in 30 min (advertised)
25W wireless (MagSafe)
15W wireless (Qi2)
4.5W reverse wired",,8192
Apple iPhone 16 Plus,Apple,8,128,3999,Hexa-core,Apple GPU (5-core graphics),Apple A18 (3 nm),"Li-Ion, non-removable batteryWired, PD2.0, 50% in 30 min (advertised)
25W wireless (MagSafe)
15W wireless (Qi2)
4.5W reverse wired",,1024
Apple iPhone 16 Plus (Variant 1),Apple,8,256,4999,Hexa-core,Apple GPU (5-core graphics),Apple A18 (3 nm),"Li-Ion, non-removable batteryWired, PD2.0, 50% in 30 min (advertised)
25W wireless (MagSafe)
15W wireless (Qi2)
4.5W reverse wired",,2048
Apple iPhone 16 Plus (Variant 2),Apple,8,512,5999,Hexa-core,Apple GPU (5-core graphics),Apple A18 (3 nm),"Li-Ion, non-removable batteryWired, PD2.0, 50% in 30 min (advertised)
25W wireless (MagSafe)
15W wireless (Qi2)
4.5W reverse wired",,4096
Apple iPhone 16,Apple,8,128,3049,Hexa-core,Apple GPU (5-core graphics),Apple A18 (3 nm),"Li-Ion, non-removable batteryWired, PD2.0, 50% in 30 min (advertised)
25W wireless (MagSafe)
15W wireless (Qi2)
4.5W reverse wired",,1024
Apple iPhone 16 (Variant 1),Apple,8,256,3999,Hexa-core,Apple GPU (5-core graphics),Apple A18 (3 nm),"Li-Ion, non-removable batteryWired, PD2.0, 50% in 30 min (advertised)
25W wireless (MagSafe)
15W wireless (Qi2)
4.5W reverse wired",,2048
Apple iPhone 16 (Variant 2),Apple,8,512,4499,Hexa-core,Apple GPU (5-core graphics),Apple A18 (3 nm),"Li-Ion, non-removable batteryWired, PD2.0, 50% in 30 min (advertised)
25W wireless (MagSafe)
15W wireless (Qi2)
4.5W reverse wired",,4096
vivo Y300 Pro,vivo,8,8,1631,Octa-core (4x2.2 GHz Cortex-A78 & 4x1.8 GHz Cortex-A55),Adreno 710,Qualcomm SM6450 Snapdragon 6 Gen 1 (4 nm),"6500 mAh, non-removable battery80W wired
Reverse wired",6500.0,64
Honor Magic V3,Honor,12,512,5759,Octa-core (1x3.3 GHz Cortex-X4 & 3x3.2 GHz Cortex-A720 & 2x3.0 GHz Cortex-A720 & 2x2.3 GHz Cortex-A520),Adreno 750,Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm),"Si/C 5150 mAh, non-removable battery66W wired
50W wireless
5W reverse wired",5150.0,6144
Nothing Phone 2a Plus,Nothing,12,256,1799,Octa-core (2x3.0 GHz Cortex-A715 & 6x 2.0 GHz Cortex-A510),Mali-G610 MC4,Mediatek Dimensity 7350 Pro (4 nm),"5000 mAh, non-removable battery50W wired, 50% in 21 min, 100% in 56 min (advertised)",5000.0,3072
Samsung Galaxy A06,Samsung,4,128,359,Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,Mediatek Helio G85 (12 nm),"Li-Po 5000 mAh, non-removable battery25W wired",5000.0,512
Redmi 14C,Redmi,6,128,359,Octa-core 2.0 GHz,Mali-G52 MC2,Mediatek Helio G81 Ultra,"5160 mAh, non-removable battery18W wired, PD",5160.0,768
Redmi 14C (Variant 1),Redmi,8,256,369,Octa-core 2.0 GHz,Mali-G52 MC2,Mediatek Helio G81 Ultra,"5160 mAh, non-removable battery18W wired, PD",5160.0,2048
HMD Barbie,HMD,4,4,699,1.0 GHz Cortex-A7 - INTQuad-core 1.3 GHz Cortex-A53 - USA,Adreno 308 (USA),Unisoc T107 (22 nm) - INTQualcomm QM215 Snapdragon 215 (28 nm) - USA,"Li-Ion 1450 mAh, removable battery",1450.0,16
Moto G35,Moto,12,256,650,Octa-core (1x2.2 GHz Cortex-A76 & 3x Cortex-A76 & 4x Cortex-A55),Mali-G57,Unisoc T760 (6 nm),"Li-Po 5000 mAh, non-removable battery18W wired",5000.0,3072
Infinix Zero 40 5G,Infinix,12,256,1299,Octa-core (1x3.1 GHz Cortex-A78 & 3x3.0 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),Mali-G610 MC6,Mediatek Dimensity 8200 Ultimate (4 nm),"5000 mAh, non-removable battery45W wired, 60% in 25 min (advertised)
20W wireless
10W reverse wired
Bypass Charging 2.0",5000.0,3072
Realme 13,Realme,12,256,1059,Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,Mediatek Dimensity 6300 (6 nm),"5000 mAh, non-removable battery45W wired, 50% in 30 min (advertised)",5000.0,3072
OnePlus Nord 4,OnePlus,16,512,2499,Octa-core (1x2.8 GHz Cortex-X4 & 4x2.6 GHz Cortex-A720 & 3x1.9 GHz Cortex-A520),Adreno 732,Qualcomm SM7675 Snapdragon 7+ Gen 3 (4 nm),"5500 mAh, non-removable battery100W wired, PPS, 100% in 28 min (advertised)",5500.0,8192
vivo V40 Pro,vivo,12,512,2200,Octa-core (1x3.35 GHz Cortex-X3 & 3x3.0 GHz Cortex-A715 & 4x2.0 GHz Cortex-A510),Immortalis-G715 MC11,Mediatek Dimensity 9200+ (4 nm),"Li-Ion 5500 mAh, non-removable battery80W wired, PD
Reverse wired",5500.0,6144
vivo V40,vivo,12,256,1899,Octa-core (1x2.63 GHz Cortex-A715 & 3x2.4 GHz Cortex-A715 & 4x1.8 GHz Cortex-A510),Adreno 720,Qualcomm SM7550-AB Snapdragon 7 Gen 3 (4 nm),"Li-Ion 5500 mAh, non-removable battery80W wired, PD
Reverse wired",5500.0,3072
vivo V40 (Variant 1),vivo,12,512,1988,Octa-core (1x2.63 GHz Cortex-A715 & 3x2.4 GHz Cortex-A715 & 4x1.8 GHz Cortex-A510),Adreno 720,Qualcomm SM7550-AB Snapdragon 7 Gen 3 (4 nm),"Li-Ion 5500 mAh, non-removable battery80W wired, PD
Reverse wired",5500.0,6144
TECNO Spark Go 1,TECNO,12,256,309,Octa-core (2x1.8 GHz Cortex-A75 & 6x1.6 GHz Cortex-A55),Mali-G57 MP1,Unisoc T615 (12 nm),"5000 mAh, non-removable battery15W wired",5000.0,3072
vivo Y03t,vivo,4,4,355,Octa-core (2x1.8 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G57,Unisoc Tiger T612 (12 nm),"5000 mAh (TYP), 15W Fast Charge",5000.0,16
ZTE Blade A55,ZTE,8,12,329,Octa-core (4x1.6 GHz Cortex-A55 & 4x1.2 GHz Cortex-A55),IMG8322,Unisoc SC9863A (28 nm),5000mAh,5000.0,96
Oppo A3x 4G,Oppo,4,64,399,Octa-core (2x2.2 GHz Kryo 660 Gold & 6x1.7 GHz Kryo 660 Silver),Adreno 619,Qualcomm SM6375 Snapdragon 6s Gen 3 (6 nm),"5100 mAh, non-removable battery45W wired",5100.0,256
Oppo A3x 4G (Variant 1),Oppo,4,128,459,Octa-core (2x2.2 GHz Kryo 660 Gold & 6x1.7 GHz Kryo 660 Silver),Adreno 619,Qualcomm SM6375 Snapdragon 6s Gen 3 (6 nm),"5100 mAh, non-removable battery45W wired",5100.0,512
Oppo A3x 4G (Variant 2),Oppo,6,128,459,Octa-core (2x2.2 GHz Kryo 660 Gold & 6x1.7 GHz Kryo 660 Silver),Adreno 619,Qualcomm SM6375 Snapdragon 6s Gen 3 (6 nm),"5100 mAh, non-removable battery45W wired",5100.0,768
Google Pixel 9 Pro XL,Google,16,256,4999,Google Tensor G4 (4 nm),No,"16GB RAM, 256GB ROM","LTPO OLED, 120Hz, HDR10+, 2000 nits (HBM), 3000 nits (peak)",,4096
Google Pixel 9 Pro XL (Variant 1),Google,16,512,6799,Google Tensor G4 (4 nm),No,"16GB RAM, 512GB ROM","LTPO OLED, 120Hz, HDR10+, 2000 nits (HBM), 3000 nits (peak)",,8192
Google Pixel 9 Pro XL (Variant 2),Google,16,1024,5375,Google Tensor G4 (4 nm),No,"16GB RAM, 1TB ROM","LTPO OLED, 120Hz, HDR10+, 2000 nits (HBM), 3000 nits (peak)",,16384
Google Pixel 9 Pro,Google,16,256,4080,Google Tensor G4 (4 nm),No,"16GB RAM, 256GB ROM","LTPO OLED, 120Hz, HDR10+, 2000 nits (HBM), 3000 nits (peak)",,4096
Google Pixel 9,Google,12,256,3199,Google Tensor G4 (4 nm),No,"12GB RAM, 256GB ROM","OLED, 120Hz, HDR10+, 1800 nits (HBM), 2700 nits (peak)",,3072
Infinix Note 40X 5G,Infinix,12,24,699,Octa-core (2x2.4 GHz Cortex-A76 & 6x Cortex-A55),Mali-G57 MC2,Mediatek Dimensity 6300 (6 nm),"5000 mAh, non-removable battery18W wired, 50% in 31 min (advertised)
Reverse wired",5000.0,288
Sony Xperia 10 VI,Sony,8,128,1699,Octa-core (4x2.2 GHz Cortex-A78 & 4x1.8 GHz Cortex-A55),Adreno 710,Qualcomm SM6450 Snapdragon 6 Gen 1 (4 nm),"5000 mAh, non-removable batteryWired, PD, QC",5000.0,1024
HMD Skyline,HMD,12,256,1999,Octa-core (4x2.40 GHz Cortex-A78 & 4x1.95 GHz Cortex-A55),Adreno 710,Qualcomm SM7435-AB Snapdragon 7s Gen 2 (4 nm),"4600 mAh, user replaceable battery33W wired, PD3.0 PPS, QC4
15W wireless (magnetic), Qi2
5W reverse wireless",4600.0,3072
nubia Z60S Pro,nubia,12,256,2390,Octa-core (1x3.36 GHz Cortex-X3 & 2x2.8 GHz Cortex-A715 & 2x2.8 GHz Cortex-A710 & 3x2.0 GHz Cortex-A510),Adreno 740,Qualcomm SM8550-AC Snapdragon 8 Gen 2 (4 nm),"Li-Po 5100 mAh, non-removable battery80W wired",5100.0,3072
nubia Z60S Pro (Variant 1),nubia,16,512,3699,Octa-core (1x3.36 GHz Cortex-X3 & 2x2.8 GHz Cortex-A715 & 2x2.8 GHz Cortex-A710 & 3x2.0 GHz Cortex-A510),Adreno 740,Qualcomm SM8550-AC Snapdragon 8 Gen 2 (4 nm),"Li-Po 5100 mAh, non-removable battery80W wired",5100.0,8192
nubia Z60S Pro (Variant 2),nubia,16,1024,3499,Octa-core (1x3.36 GHz Cortex-X3 & 2x2.8 GHz Cortex-A715 & 2x2.8 GHz Cortex-A710 & 3x2.0 GHz Cortex-A510),Adreno 740,Qualcomm SM8550-AC Snapdragon 8 Gen 2 (4 nm),"Li-Po 5100 mAh, non-removable battery80W wired",5100.0,16384
nubia Z60 Ultra Leading,nubia,12,256,2850,Octa-core (1x3.4 GHz Cortex-X4 & 3x3.2 GHz Cortex-A720 & 2x3.0 GHz Cortex-A720 & 2x2.3 GHz Cortex-A520),Adreno 750 (1 GHz),Qualcomm SM8650-AC Snapdragon 8 Gen 3 (4 nm),"Li-Po 6000 mAh, non-removable battery80W wired, PD3.0, QC4",6000.0,3072
nubia Z60 Ultra Leading (Variant 1),nubia,16,512,3199,Octa-core (1x3.4 GHz Cortex-X4 & 3x3.2 GHz Cortex-A720 & 2x3.0 GHz Cortex-A720 & 2x2.3 GHz Cortex-A520),Adreno 750 (1 GHz),Qualcomm SM8650-AC Snapdragon 8 Gen 3 (4 nm),"Li-Po 6000 mAh, non-removable battery80W wired, PD3.0, QC4",6000.0,8192
nubia Z60 Ultra Leading (Variant 2),nubia,16,1024,3449,Octa-core (1x3.4 GHz Cortex-X4 & 3x3.2 GHz Cortex-A720 & 2x3.0 GHz Cortex-A720 & 2x2.3 GHz Cortex-A520),Adreno 750 (1 GHz),Qualcomm SM8650-AC Snapdragon 8 Gen 3 (4 nm),"Li-Po 6000 mAh, non-removable battery80W wired, PD3.0, QC4",6000.0,16384
Oppo A3x,Oppo,4,6,369,Octa-core (2x2.4 GHz Cortex-A76 & 6x Cortex-A55),Mali-G57 MC2,Mediatek Dimensity 6300 (6 nm),"5100 mAh, non-removable battery45W wired, PD, 50% in 30 min (advertised)",5100.0,24
Honor 200 Lite,Honor,8,512,945,Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,Mediatek Dimensity 6080 (6 nm),"Li-Po 4500 mAh, non-removable battery35W wired",4500.0,4096
nubia RedMagic 9S Pro,nubia,12,256,3699,Octa-core (1x3.4 GHz Cortex-X4 & 3x3.2 GHz Cortex-A720 & 2x3.0 GHz Cortex-A720 & 2x2.3 GHz Cortex-A520),Adreno 750 (1 GHz),Qualcomm SM8650-AC Snapdragon 8 Gen 3 (4 nm),"6500 mAh battery80W wired, PD3.0, 100% in 35 min",6500.0,3072
nubia RedMagic 9S Pro (Variant 1),nubia,16,512,4499,Octa-core (1x3.4 GHz Cortex-X4 & 3x3.2 GHz Cortex-A720 & 2x3.0 GHz Cortex-A720 & 2x2.3 GHz Cortex-A520),Adreno 750 (1 GHz),Qualcomm SM8650-AC Snapdragon 8 Gen 3 (4 nm),"6500 mAh battery80W wired, PD3.0, 100% in 35 min",6500.0,8192
Xiaomi Mix Fold 4,Xiaomi,12,16,4500,Octa-core (1x3.3 GHz Cortex-X4 & 3x3.2 GHz Cortex-A720 & 2x3.0 GHz Cortex-A720 & 2x2.3 GHz Cortex-A520),Adreno 750,Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm),"5100 mAh, non-removable battery67W wired, PD3.0, QC4, 31% in 10 min (advertised)
50W wireless, 24% in 10 min (advertised)",5100.0,192
Redmi K70 Ultra,Redmi,12,12,1750,Octa-core (1x3.25 GHz Cortex-X4 & 3x2.85 GHz Cortex-X4 & 4x2.0 GHz Cortex-A720),Immortalis-G720 MC12,Mediatek Dimensity 9300+ (4 nm),"Li-Po 5500 mAh, non-removable battery120W wired, PD3.0, 100% in 24 min (advertised)",5500.0,144
Oppo Reno 12 F,Oppo,12,512,1150,Octa-core (2x2.4 GHz Cortex-A76 & 6x Cortex-A55),Mali-G57 MC2,Mediatek Dimensity 6300 (6 nm),"5000 mAh, non-removable battery45W wired, PD2.0
Reverse wired",5000.0,6144
Oppo Reno 12 F (Variant 1),Oppo,12,512,1150,Octa-core (2x2.4 GHz Cortex-A76 & 6x Cortex-A55),Mali-G57 MC2,Mediatek Dimensity 6300 (6 nm),"5000 mAh, non-removable battery45W wired, PD2.0
Reverse wired",5000.0,6144
Oppo A3 Pro,Oppo,8,256,852,Octa-core (2x2.4 GHz Cortex-A76 & 6x Cortex-A55),Mali-G57 MC2,Mediatek Dimensity 6300 (6 nm),"5100 mAh, non-removable battery45W wired, 50% in 30 min (advertised)",5100.0,2048
Samsung Galaxy Z Fold 6,Samsung,12,256,5458,8-core (1x3.39GHz Cortex-X4 & 3x3.1GHz Cortex-A720 & 2x2.9GHz Cortex-A720 & 2x2.2GHz Cortex-A520),Adreno 750 (1 GHz),Qualcomm SM8550-AC Snapdragon 8 Gen 3 (4 nm),"Li-Po 4400 mAh, non-removable battery25W wired, QC2.0, 50% in 30 min (advertised)
15W wireless
4.5W reverse wireless",4400.0,3072
Samsung Galaxy Z Fold 6 (Variant 1),Samsung,12,512,7299,8-core (1x3.39GHz Cortex-X4 & 3x3.1GHz Cortex-A720 & 2x2.9GHz Cortex-A720 & 2x2.2GHz Cortex-A520),Adreno 750 (1 GHz),Qualcomm SM8550-AC Snapdragon 8 Gen 3 (4 nm),"Li-Po 4400 mAh, non-removable battery25W wired, QC2.0, 50% in 30 min (advertised)
15W wireless
4.5W reverse wireless",4400.0,6144
Samsung Galaxy Z Fold 6 (Variant 2),Samsung,12,1024,7850,8-core (1x3.39GHz Cortex-X4 & 3x3.1GHz Cortex-A720 & 2x2.9GHz Cortex-A720 & 2x2.2GHz Cortex-A520),Adreno 750 (1 GHz),Qualcomm SM8550-AC Snapdragon 8 Gen 3 (4 nm),"Li-Po 4400 mAh, non-removable battery25W wired, QC2.0, 50% in 30 min (advertised)
15W wireless
4.5W reverse wireless",4400.0,12288
Samsung Galaxy Z Flip 6,Samsung,12,256,3389,Octa-core (1x3.3 GHz Cortex-X4 & 3x3.2 GHz Cortex-A720 & 2x3.0 GHz Cortex-A720 & 2x2.3 GHz Cortex-A520),Adreno 750,Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm),"4000 mAh, non-removable battery25W wired, QC2.0, 50% in 30 min (advertised)
15W wireless
4.5W reverse wireless",4000.0,3072
Samsung Galaxy Z Flip 6 (Variant 1),Samsung,12,512,4204,Octa-core (1x3.3 GHz Cortex-X4 & 3x3.2 GHz Cortex-A720 & 2x3.0 GHz Cortex-A720 & 2x2.3 GHz Cortex-A520),Adreno 750,Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm),"4000 mAh, non-removable battery25W wired, QC2.0, 50% in 30 min (advertised)
15W wireless
4.5W reverse wireless",4000.0,6144
Nothing CMF Phone 1,Nothing,8,16,1099,Octa-core (4x2.5 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),Mali-G615 MC2,Mediatek Dimensity 7300 (4 nm),"5000 mAh, non-removable battery33W wired
5W reverse wiredup to 45 h 30 min",5000.0,128
Realme C65,Realme,8,256,679,Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,Mediatek Helio G85 (12 nm),"5000 mAh, non-removable battery45W wired",5000.0,2048
vivo Y28s,vivo,12,128,625,Octa-core (2x2.4 GHz Cortex-A76 & 6x Cortex-A55),Mali-G57 MC2,Mediatek Dimensity 6300 (6 nm),"Li-Ion 5000 mAh, non-removable battery15W wired
Reverse wired",5000.0,1536
vivo Y28s (Variant 1),vivo,16,256,692,Octa-core (2x2.4 GHz Cortex-A76 & 6x Cortex-A55),Mali-G57 MC2,Mediatek Dimensity 6300 (6 nm),"Li-Ion 5000 mAh, non-removable battery15W wired
Reverse wired",5000.0,4096
OnePlus Ace 3 Pro,OnePlus,12,16,1965,Octa-core (1x3.3 GHz Cortex-X4 & 3x3.2 GHz Cortex-A720 & 2x3.0 GHz Cortex-A720 & 2x2.3 GHz Cortex-A520),Adreno 750,Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm),"6100 mAh, non-removable battery100W wired, PD2.0, QC2, 1-52% in 15 min, 1-100% in 36 min (advertised)",6100.0,192
Oppo Reno 12 Pro,Oppo,12,512,2459,Octa-core (4x2.5 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),Mali-G615 MC2,Mediatek Dimensity 7300 Energy (4 nm),"5000 mAh, non-removable battery80W wired, PD2.0, 1-47% in 18 min, 1-100% in 46 min, (advertised)
Reverse wired",5000.0,6144
Oppo Reno 12,Oppo,12,512,1799,Octa-core (4x2.5 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),Mali-G615 MC2,Mediatek Dimensity 7300 Energy (4 nm),"5000 mAh, non-removable battery80W wired, PD2.0, 1-47% in 18 min, 1-100% in 46 min, (advertised)
Reverse wired",5000.0,6144
nubia Focus,nubia,16,256,599,Octa-core (1x2.2 GHz Cortex-A76 & 3x Cortex-A76 & 4x Cortex-A55),Mali-G57,Unisoc T760 (6 nm),"5000 mAh, non-removable battery33W wired",5000.0,4096
Oppo A3,Oppo,6,128,585,Octa-core (2x2.4 GHz Cortex-A76 & 6x Cortex-A55),Mali-G57 MC2,Mediatek Dimensity 6300 (6 nm),"5100 mAh, non-removable battery45W wired, PD2.0, 50% in 30 min (advertised)",5100.0,768
Realme C61,Realme,6,128,479,Octa-core (2x1.8 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G57,Unisoc Tiger T612 (12 nm),"5000 mAh, non-removable battery15W wired",5000.0,768
Realme GT 6,Realme,12,256,2179,Octa-core (1x3.0 GHz Cortex-X4 & 4x2.8 GHz Cortex-A720 & 3x2.0 GHz Cortex-A520),Adreno 735,Qualcomm SM8635 Snapdragon 8s Gen 3 (4 nm),"5500 mAh, non-removable battery120W wired, 1-50% in 10 min, 100% in 28 min (advertised)",5500.0,3072
Realme GT 6 (Variant 1),Realme,16,512,2879,Octa-core (1x3.0 GHz Cortex-X4 & 4x2.8 GHz Cortex-A720 & 3x2.0 GHz Cortex-A520),Adreno 735,Qualcomm SM8635 Snapdragon 8s Gen 3 (4 nm),"5500 mAh, non-removable battery120W wired, 1-50% in 10 min, 100% in 28 min (advertised)",5500.0,8192
Realme GT 6T,Realme,12,256,2399,Octa-core (1x2.8 GHz Cortex-X4 & 4x2.6 GHz Cortex-A720 & 3x1.9 GHz Cortex-A520),Adreno 732,Qualcomm SM7675 Snapdragon 7+ Gen 3 (4 nm),"5500 mAh, non-removable battery120W wired, 1-50% in 10 min (advertised)",5500.0,3072
OnePlus Nord CE 4 Lite,OnePlus,8,256,1099,Octa-core (2x2.2 GHz Kryo 660 Gold & 6x1.7 GHz Kryo 660 Silver),Adreno 619,Qualcomm SM6375 Snapdragon 695 5G (6 nm),"5,500 mAh (non-removable),  80W SUPERVOOC",500.0,2048
Honor 200 Pro,Honor,12,512,1990,Octa-core (1x3.0 GHz Cortex-X4 & 4x2.8 GHz Cortex-A720 & 3x2.0 GHz Cortex-A520),Adreno 735,Qualcomm SM8635 Snapdragon 8s Gen 3 (4 nm),"Si/C 5200 mAh, non-removable battery100W wired, 60% in 15 min, 100% in 41 min (advertised)
66W wireless, 64% in 30 min (advertised)
5W reverse wired
Reverse wireless",5200.0,6144
Honor 200,Honor,12,256,1399,Octa-core (1x2.63 GHz Cortex-A715 & 4x2.4 GHz Cortex-A715 & 3x1.8 GHz Cortex-A510),Adreno 720,Qualcomm SM7550-AB Snapdragon 7 Gen 3 (4 nm),"Si/C 5200 mAh, non-removable battery100W wired, 57% in 15 min (advertised)
5W reverse wired",5200.0,3072
Honor 200 (Variant 1),Honor,12,512,1505,Octa-core (1x2.63 GHz Cortex-A715 & 4x2.4 GHz Cortex-A715 & 3x1.8 GHz Cortex-A510),Adreno 720,Qualcomm SM7550-AB Snapdragon 7 Gen 3 (4 nm),"Si/C 5200 mAh, non-removable battery100W wired, 57% in 15 min (advertised)
5W reverse wired",5200.0,6144
Motorola Razr 50 Ultra,Motorola,8,12,2424,Octa-core (1x3.0 GHz Cortex-X4 & 4x2.8 GHz Cortex-A720 & 3x2.0 GHz Cortex-A520),Adreno 735,Qualcomm SM8635 Snapdragon 8s Gen 3 (4 nm),"4000 mAh, non-removable battery45W wired
15W wireless
5W reverse wired",4000.0,96
Motorola Razr 50,Motorola,8,12,2111,Octa-core (4x2.5 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),Mali-G615 MC2,Mediatek Dimensity 7300X (4 nm),"4200 mAh, non-removable battery30W wired
15W wireless",4200.0,96
Honor X6b,Honor,6,128,599,Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,Mediatek Helio G85 (12 nm),"Li-Po 5200 mAh, non-removable battery35W wired, 31% in 20 min (advertised)",5200.0,768
Poco M6 4G,Poco,6,128,539,Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,Mediatek Helio G91 Ultra (12 nm),"5030 mAh, non-removable battery33W wired",5030.0,768
Poco M6 4G (Variant 1),Poco,8,256,799,Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,Mediatek Helio G91 Ultra (12 nm),"5030 mAh, non-removable battery33W wired",5030.0,2048
Redmi 13,Redmi,8,256,519,Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,Mediatek Helio G91 Ultra (12 nm),"5030 mAh, non-removable battery33W wired",5030.0,2048
Tecno Pova 6 Neo,Tecno,8,256,599,Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,Mediatek Helio G99 Ultimate (6 nm),"7000 mAh, non-removable battery33W wired",7000.0,2048
nubia Focus Pro,nubia,8,256,799,Octa-core (1x2.2 GHz Cortex-A76 & 3x Cortex-A76 & 4x Cortex-A55),Mali-G57,Unisoc T760 (6 nm),"5000 mAh, non-removable battery33W wired",5000.0,2048
Poco F6 Pro,Poco,12,256,1399,Octa-core (1x3.2 GHz Cortex-X3 & 2x2.8 GHz Cortex-A715 & 2x2.8 GHz Cortex-A710 & 3x2.0 GHz Cortex-A510),Adreno 740,Qualcomm SM8550-AB Snapdragon 8 Gen 2 (4 nm),"5000 mAh, non-removable battery120W wired, PD3.0, QC3+, 100% in 19 min (advertised)",5000.0,3072
